lux,PhotoR
3.8,1519677
11.05,21719.144
20.02,34369.2
31.15,8800.6
45.6,6082.2
59.6,4976.8
77.4,3994.4
91.1,3639.6
127.2,2957.4
142.8,2665
154.5,2507.4
167.3,2344.8
178.2,2322.2
191,2164.6
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
200.3,2059.8
